wID,Key Generated,Entropy Value,Basis Kind
1685,Quantum Key: 2bb07da23695305809bfa7e4ab8a6cec5f0aa0b4597cc095a659fcd4a15ef88ce774692105c843ae03d0a422bb2b6d522a7c8d361b5f5d6c34ea1dc69e2d704d,107040.419401,ellipse
1686,Quantum Key: b3481a93781048b75543639a7c43de0502ba113d76827b8d6ef0f888d0af834f62379bd7aaaad805d85e1f9c6b17d98a62743b57928a12f15b022a12a044afe7,338118.761249,circle
1687,Quantum Key: b0d8a0333a936de15b121977c3bc4dcbdfb7b04d96ef3acbd57acd9c2f2664a1cfdd4488237e19f7b4aa321b9097c9e8e36ab0c0871b3910304c4124065b227b,235359.820288,rect
1688,Quantum Key: 31c62ab1400a5699fadcf5bd957a7edeef17c904f05581e7614d8b0603883d467ccf466d094489cda39f102c1a181eaa520690d16fe866ab8a8ee36cc5000cfb,474647.109966,circle
1689,Quantum Key: cbcceb6687954a55655c479711eb212f1521bc139c6c18089ea7cd76919eb4554076428db6061d867afafdc793033bde330d0586f216e2499cf573a1b996f278,498451.656638,rect
1690,Quantum Key: fcc536f4287f67a62e5c64b8309ac7bae1c03b5e89e0349d37a8eb3ca6466f3d9163cd75605b23b989712fe41e3852dd541eacf6b0f890014f08197b9cba05ff,265123.261038,rect
1691,Quantum Key: 19f552c1ada63877ef8fcab6f7afe9528f99a1c4e3198b6cb48f1260bb5c4c1c6fefad2d197a4d1c1a2313593be6695b29d97c9fa4efe2dd8fa645709a0bd2a6,701732.963576,rect
1692,Quantum Key: 7a2f53538d19558ebde0f67a78980c3b562290ad9f5a2b956655919cdc120ac28c1e93a241d13d116b685274606637f6ff167d5d26890e2465c06cf4a89facdb,195037.926535,rect
1693,Quantum Key: e569261cc35370ac0fbb5edbf79d2a5441aea0f01d9dbeaa4d19d9d8cb8a1817761f0f8115ede06ad2c897d7e3b637deecea7943af6596905ecdbbc0d63b709a,180281.362124,ellipse
1694,Quantum Key: b636322aecb13b0dcbc7bf50fa86cb840b0cca5eaca6018e89a2443e7b56854ccee7f3ade102148cc35730a3f6ec659110542a06ad483087327fc86277263259,197956.331066,circle
1695,Quantum Key: 02df073a14132750572a7dfcbe18c363a9163fb40bd60a975073cbd522195ab1148330702f79041d15908a1a7eaaf2b35b2cecdc862080af8848ba62ab4fef37,198755.560561,circle
1696,Quantum Key: 507e6e8ebcd514dde680680ded636c47a3e13ede9e35b3aca28d7a6fb9576377aac4ea056bbdb4a11fa118e5acefc121255e65b94f3460acff3dda1c68808c9a,269874.713968,rect
1697,Quantum Key: 25bb2365cbd276beca48063c289820fb5f2e9a562480a3d9920c42238e589296ac5a3b977c4c0d702465223ecfa52a63a81ec97afabcbaf35e4c936ff6647bad,387908.326864,rect
1698,Quantum Key: ce734d8651e492cc502d7d08254354760fac6b1ece35de61ccd6d4440ae60fb662fe97ffa66f20beb19d21077ca58c513bdc00fafb488aead69592f89de47165,248563.639833,rect
1699,Quantum Key: 1ae09727400b1a4fdd7b7c4c2d049a4fe777375f397cd50c77578b28b921a05091053a9adf8da9f693d262a952c9abc48179e860d7e6df8dc53403757de67e6b,182448.737871,circle
1700,Quantum Key: 2bec16a5240381673878de5d8aa5b9a69034b22bd5954fd1785db4dfe0cdb9c2a1f82d45b4906234a7122f8596ed8d2b2b32fededf7897c2870a0410e74e305d,111065.250790,ellipse
1701,Quantum Key: efce5a2f27e6b58626eee3f7fc0342aa8c4a66eb13b3555ad53a58b0eeaf232018742713d847ea4e7eebc7384bb709bb63180206e3fbba051bef4928f71d8831,226931.783534,rect
1702,Quantum Key: 7d28fe6855ef6b1378557a9d831a601c08077c39521af4e75321e7ba6ae7f97bfb610f25565d2464956bd090186db6300078f6c469ee2a31eea7a01d0b9d6e10,402776.805383,rect
1703,Quantum Key: 41d1a6efd5085fcfeb555a085d504d1717c53599fc7f452acb28b78c02350cd23ae0e9876f244a8d0dd0a35aaaf2ae83647c38ff8d2d0dfef0a5a6ebefb843b5,278508.934953,circle
1704,Quantum Key: 5e38833f6276e73d333c542d546e23e30953e685c648a674d8ceb8ad964efb679a02af2d292d00b4e57fca18b3a1545551bdd33ed06a44d323edbb0f0d68a55f,366108.368909,circle
1705,Quantum Key: ed3d118b0a05938ef91ab2907d9707e7cf21bcdb8abed11c617bd1c6fbc9411d81b54410064ff3a333181f27a6c1868c552efeed37ce137ca18726b1ed4a18b9,188111.559384,ellipse
1706,Quantum Key: f3014f6fe6448ee06f29607541265b20e27e6b821ccc498a52ef9291bb17ba25091307fce9683483759ed09009fcd2b2fd57425f2856b54ac081567cdaff6849,240235.997855,circle
1707,Quantum Key: 3b992755a8eb327809f02442325207624a583e6ba99af88348c82b0b1fbc8867d62e577e0aedad327ad3bdc3ea3fcf406cf2364e5a84dbb49a92e9fd1f6c44f9,158768.452312,ellipse
1708,Quantum Key: 1b647477d510cc79d152c59adfc81ed2dfe052c985f9d2428a9549092bb5ac247855be5397b2e26b8bb11281adcf44f3ee84f3f0be8983e3115491c6e869a6fe,148159.046943,ellipse
1709,Quantum Key: 8b44cb1e923eef26c28652ab3d35941dececc218b277e4984deb27b3ae09612b2c08e4b7160a35e2355420f59f1244b30284f4a86b890bce366af903d5756549,578886.908304,rect
1710,Quantum Key: 4b145397d66421f378e5994945f365c06babaf5f938c7e9c8ece3a6a6c56af3865a9040d280c1b15f4bef53fb9f08e2cb495989507fa57003bc31e08e6b1a6b9,317876.414476,rect
1711,Quantum Key: a69b90c973dd0ff8a0cd0a9f3e7ca734de1fb048429cc28b10f6b34d2ce57616873fd4978f6bc5871b5934b185585bdf1175b7151b8eb3a0f04aebf2a1463e86,463603.979486,circle
1712,Quantum Key: 099ae696669ddbf822f41d36c7337afbbd1315c3babd1d9c7e44db05f0d6f85bfa285b5e9158e4b3e86eaf279e08d74c67ce1b5d7f3b60e40028f792d260e085,169932.310127,ellipse
1713,Quantum Key: e2c134c9b2ad072734e52b9e32ac60dddc1bf4961fd96b36953fe22cc83ef416c259b25cd74466b2173c71337000dcf187aed8eb3b8dd57331e11c938faf2ebf,627773.419150,rect
1714,Quantum Key: 435d5ec87c90dc8d8f9d5d392773850ef9b552ec30c0af86c632cc20be22ea6cc2faa0e89297ac5ca43ffef1621493c01b4d7b1e30938267f075f30975703453,156132.286772,ellipse
1715,Quantum Key: d1cb08eb9e07d49036c25c1afc74037ed410e8af677d86740b6cdcbb9c52a58c6fb529d668a684d7c7fe1b6dd7d8f612092000368dac7b47cbcc6c59cec7c0b4,250392.589475,circle
1716,Quantum Key: 286699a041cf2aa58a1e018a48ff267b4aa2c96b9368f2f075d988e1fae19fb37cd5f74080c0d99e373d1cb7f42b309bca5afe9cfd4bd7a4f5f519fdee5780cb,298260.488037,circle
1717,Quantum Key: 51e784bb4f8e15e1451d1dd00504899aa40d11788e4b4b2ca96344bb76e15a889b783e8d1dd32f31ae04f16f671509d7357963ed45948d2a01c18b85bcc52d19,98259.641004,ellipse
1718,Quantum Key: 53e710f8d5d219ac7b7b8fbf64a5790f8969a2b414cb4afd4470d10745f11c1bf70a800d8081d76ff6dfb973838c145874689c8749e9218040361fd505e4579f,256073.642993,rect
1719,Quantum Key: d92e1f7a516ab961f84f3c87befd5222801117cabc09631bc5e8e4498d883a43b16726b314f8b1604ba7cb3b6631163f59c113bbb89a3ef64fe7a4e4727c61f6,28533.976594,ellipse
1720,Quantum Key: baa4c208e4738c563608648a35526f9f962301b006daeb8c00baa91082b17c52e147aaaf7067c5bf970846be42d69cf852ab3f2c7ef3245836cf67ce95bf64e6,37898.955693,ellipse
1721,Quantum Key: da980327b2ee21faa4e749ef0a4bc49862887796cc947350a942c710611ad362df3542072d22badc46a5d9b1744bd990789f034bbceda47bd449dab75586b3ba,178454.899708,ellipse
1722,Quantum Key: e6c13420a38fafd4be826b4c9f822e859d98989a963559d07eccdd19e75e2fbe816e6c062235937e0790ef2886a172b76c8cab5a0e54cf467f0c3d6949a05400,176589.049436,circle
1723,Quantum Key: de5da19c3ee7ca784ab87d9c03c724a894e75723b2a743f395a144041b94d5c67b6205a6dcaee53719b97ec8f5d23db279d81a57c226c56b41856202d16a95be,376541.776474,rect
1724,Quantum Key: 16a850f426848b05118954af9b62b3e9935b22b0ef5861df981a2cd8206738c4580a46f4ffa49ea845712052c8d6babc09d9960b10720e9026f320122795fa63,291350.050880,circle
1725,Quantum Key: 7ffffe4a02341648c653d188045578ce686658b74a6519dbf2ffd14791264017e5604c0cc69df82853c3472e426ef4be50ecdcd189097db253e0940812a16919,455437.174525,circle
1726,Quantum Key: 3aa6a5e1805d3fa9aa41ad6d65ec5245eb71b3cb6ffa5d43e47eee0ca0ed4f0b0816651fbc936df3f2347b2196bab0aac25165bf4c62042b343b449cf13b4193,176890.776164,circle
1727,Quantum Key: 14dea6644be401546d464f07e51d420c305aac7cf7db5b8c6803aeb4e88165aafd19b57e8185f739d22f1259411bf50d67ead772ee925e4e863fe2b32dbc2e1d,291549.293974,rect
1728,Quantum Key: 2bed92909d684bcc9d4b25f282805b0fc4a316336c7449d5dd18b2f256a58036b1f5141ae085d0456dcddc6d07c9fc1272fb5727d370e6cd407aa9f359a17323,118132.852023,rect
1729,Quantum Key: 201ad1f3f83d0d23c4557aaf13976ee48527655ac29adb13293227356e82a2259109d68675e4e8bad3ee10057322643ef6c4fb137fcd80145dc65569f2dd5278,696052.032048,rect
1730,Quantum Key: 778f864bafb4b93df0f46dfc2569d3bfb9e3b463b3a5d822b6821caca7415788ff3e7d6655d1f68ad691b44f450c41ce9b723b9a5f83dc1842558a304d377b38,201316.175557,ellipse
1731,Quantum Key: 8e5609ae50fef274bf77a04a2af4ed8fb395fcba9d448d449dda614a555c7622e05f5002d782f7af49ae2f31eb4ab9c9355cebe5907b05bab78f0748051a8085,264946.747405,ellipse
1732,Quantum Key: fb073a9df6ca5b4a49bf1186cf535acfa23089f5e3e91332dd5ca73b5e2f8f364723a8e4c53ac68c309921a5ad8f78d1759a6f0cf2922d0d34d729ca1b8cf479,190568.684180,ellipse
1733,Quantum Key: cad231cf9b128aa98ecaa6c0b942a91d2a1e39234975214914055dbbf1d10e82904fad390f11b47f49fb4b5df3d208827575027d4414984b4f632b5f22d59da4,203810.729628,circle
1734,Quantum Key: 999ee2c172db22bd5934079954bacd5193a1bb870c584c2962c06d4165380251576191ce70e69b173d255661e900ac3170fed3f966a388e70e4db82ef85430ab,244992.368088,rect
1735,Quantum Key: e52cf69d9e2d5ebfee5fec85947780d23a79ace1eaf8c6fbe504d4bcf81fc807f4c6134237806c7c0839649455a9823255839ba078eb82f90f07c452c8399744,504007.971141,rect
1736,Quantum Key: 6a04fa031c12e0dbd81fa2adddf3e7a3d2adab28689f2205721ec98412e8ab27ae8107b027a8aeaffe202d131be1b4ac571a4205622ecaf18ae727042babfc88,92324.670225,circle
1737,Quantum Key: 1929c78c69487b14be9e0b42f9827c54a9bfa57b516f8f3df76086c1620a6d0ba61635ee264e21e5b109d9714eac185eb143b2007287bbb70669310045451d30,99.679046,ellipse
1738,Quantum Key: f6885040687ce7301a3d3f6cee3c28e9887a628cbef596817bbf0e0df9c3325af723786698829632af257d7053002ca55b9b7feed795beaea7853b58ce195ca5,78782.812675,rect
1739,Quantum Key: 6e7af14fff8b238ff9a5f04a8a20eecd8776e759bd98a04817d605d0686cddcdba19854147384754d949b3a4bc791741aefe158ad014b7ea7debfa2d0796df68,46482.249527,ellipse
1740,Quantum Key: 8e956cc59619387d06d8fcb8b6bea9ac83b55aa36a663f5c406ee1b443bf999a0b476a55c6038b21f67e7749ca0c177fc7b5705c3e1be1121beedac4909a4eb9,323198.887106,rect
1741,Quantum Key: 6e03080c92f66f2b88a1dc52fe1799ae5e624273595ceff36dbd29db410a798f9f4737d228de8a15a4f806cd8128e0179e43f790b369451c36cebaf9e958a7ee,176196.995886,circle
1742,Quantum Key: 72b6499d471350019b0d47c431718ac4c87c832b1e5318eceefba5e8acc50b8d7534e6d53d4c35f6b244f355c10d5a225fe3d1e458d49d168b744f9ce6abb9a7,604510.697186,rect
1743,Quantum Key: 9b650685e4198fc1303ad1483c2631ae7134fa8bc39f5ae8addb2c1996ea523665e5029fab111de64b5211d4787ae9ab132cbf4e9b3d80ecca55f7f5d4b86218,95427.058617,ellipse
1744,Quantum Key: 1b3b4f8b3d96113afb92f918cdf86e6f45357199761c758ccf56dfbd9eda068dedfea94363b87ade960bce7dda8ae0b70b0b484cb269bc50e8524162c380a9aa,338805.212905,rect
1745,Quantum Key: a0d64ac0cca074ac3afeda82920fcc4c431df611b1619e5db58245b76af3655bd433a05b0641a86b49867d7858d59b0e1956537b0bf612fac2d1db32bee151e8,257637.531573,ellipse
1746,Quantum Key: e8647d79d3513f4f2de59a98c01a61e2925f49a4dfb24e0179a2294ad897988bcfb41c94e545c28b72099777e9b0dd1bcd7f6fd45dbcee54ed490da5984f398b,153763.087371,ellipse
1747,Quantum Key: 74a7892a6f39d8333259386f548d89e42b6e158c2a1fd0e3009d7fbd64c50bee1246ccbb0d4105cc284e4af4adf952d58021beeafe0b14d5c0f8a0f0580f7461,296643.021694,circle
1748,Quantum Key: 7aa8b94900c19b1517e5ae9f076aa0521042dac1ef4c8a9ebed028b21dab3ef701e883e4712f3aa9063d1f863dbb338665e2df835bb6381b1b6fbe9e5bd5e7c5,273056.152206,rect
1749,Quantum Key: f0c9dc2224e11b154fa1900602c76588968e12a7c38f14efdaabf61c1bb22fb1ab1d7b89518740c054b14496ea651ba2cd7e12e4bd7edcf5c098b27e4ad5e627,387422.484526,circle
1750,Quantum Key: 019837a89c8f11dd3de9ec8cc762779061926557dcfca545b076cae454913b6f0a94c7b2afebf851734f4d39ee9ba2b09d5cdc2813d3742021f383517417071f,0.000000,rect
1751,Quantum Key: 27530dcb6be5a49e1b1388afd7878434fa15f4906ee43b43493c5c594856dd770f9520d1788f05a5fd404ce0f24cfedfb3174c6161bd02c754d8f304eaa1ad34,217409.396182,ellipse
1752,Quantum Key: 7349e1bafc3145aafdc86c2ea5ad2dea4a59340938b957a481e9116544e6cd39d70ddcff91a4299105875a837367bfedb3eb7a05612ef3b785e59a3d805e5da2,225291.947533,rect
1753,Quantum Key: d13f65521ed6e66e6f9d01325682889f869fe84e878e20bbc671df66e369765d0367b157d0d27e3396de44799aacead8a764129e7e2f65fde667ff0a51d3b5b8,169704.508548,ellipse
1754,Quantum Key: 04e382fbf9e68d4bce4e9815cbd159f04c61035c596c576283ea8a5069ba6ba93d5f20d6df63557978ba98ff6766a542cba94a0a433f9edbc927eb956d76c3d8,3764.782207,circle
1755,Quantum Key: cbe345c80a52fdef0163748b483877f0ffb7e1905dd7f4aba9d292967930c6ed3556c3fe77ed3c5fc4a34593f92ce18ac4f4933ae0c2249dfbdd5474933cf733,168803.692538,circle
1756,Quantum Key: 9582d41e34ac0d2e8911ff8a3f503c950a42c35b66aca4b1dfcc81d90d6d0bc93b1a57ccd27dd7a7e6e8e350bc6c5f13dd1eed74a4834e0eb9df083c651de0b8,522475.882671,rect
1757,Quantum Key: 797bad37ea7da6a0e029a5d37fc40278f596cd53f42862ed38e1442f10754336aa6209ae012c2d5641b2004e4497f7fb999ca8855650a2885c2fd237c35b96d7,82682.381793,circle
1758,Quantum Key: 695cc9339663ac9c496c806a42ccc6561f0b60c71a9c6470c747dc453c7c769e67943c93079db4b1af8a79bba256022744b1a1128437bd3debb1eab66ef3909a,144801.660349,ellipse
1759,Quantum Key: f43aa688e2c6ae1252b7af0be3b3e2c9260f736e049a7586469d8cdeb9edcd89f6361bfbf725cfbe7cb0b412fba61422ae0d7dc3693cb1fbc45267fba9f18850,194853.418330,ellipse
1760,Quantum Key: ef9d9870b97d4f9e06e52843a635b29a62f4e9782854ba0301b4bcc366dd981da0bcfbc156a55d65473b0dfca3a65e89c4b8463fd2fbc77f5a177551ad206360,85052.719699,ellipse
1761,Quantum Key: a5b5ccff76d48f83e7424c6f8f9911e7fc9b0d096faa7b2864d7d5ff16ed3a665082577737408967fc78bafe699a61bc14d74ff19c1d04e97a1d840552249ee1,536291.398216,rect
1762,Quantum Key: a4478f95c6afac1c45f17cbcd9345f2b81bbf5de0e196dcc878437949c2f5fd263b990692a66f0b64172e1752d3175c5bedb3b92472d60bab8564f315b4209e1,138786.496267,rect
1763,Quantum Key: 6e445754939ecb11088f03622d34c76a49abf4420fc780e5d0d6ad53b95d91d40f97a18161d6554d46fef1746fa6ade2b33febb853814ba6f5002821443bcc0a,297349.787912,rect
1764,Quantum Key: feef24016e63c75d278cc50d89179f21918a572c0dd8d851b0f8dce9c6ff80f386482d32fc44578b4cb03111c94b1470f8684b478e07a64e721ae31386d01349,585008.237879,rect
1765,Quantum Key: aca6ef9b1bc3b5af56033fd58f676da8777c507aec3d8feacdff1f408710505eb3c75d3227d7cb432c9baaeb7ca4097ac3292721aae566584b6d3ef3ababe1f4,541887.472317,circle
1766,Quantum Key: 5089d0d982ce0a8b2d902c3d011272fc8e24aa65f536f87d88290068849dbbd6b6ca4697c3e3f4df4060f110d769655b96f5b38ad61145eb9d83d7062ba47814,344557.852747,circle
1767,Quantum Key: 0f4630c69e6480e4e982fdee025f6cbfa5be58699eacc7f3c16f6af7118f990eb78c4d09992ef407685d4ec9fa724cf404d33be62b00816556dcbf1681e6cdf7,396196.618502,circle
1768,Quantum Key: 87e714398df24866e712958a8f9a4bb8fcbc0760b29412119c1d9f3ecdacf11af41a65da625bd69c03eb3e6a9c630eaf3dd41a59ab1e4042fe83fbe8c410c649,251820.628912,rect
1769,Quantum Key: 75c6defcf194528382f82b090eb1e8272f80ad402e32c1138e08b4257e0b8c915e67779978ea75c5a3de9a028d22c37102018bf32736b7ed8c2c403b7e61412a,112187.332543,circle
1770,Quantum Key: def7c81846f56d42cfcaacd8add0d0429490e074d4b4b9008276b1d986372290dfa2cd31a99e1948597999d4b1104d5c161a7cd94cf95e6f41fbf152f342f2b2,211196.492985,circle
1771,Quantum Key: 72d530b88ac668889eca35922e1b9fd4792455d5ef5ed8effd56b1c21a96d4acfda5bc544c380fe3ed136afcc65d52f903f018754282f98476c1acb6acf42ddd,570119.756745,rect
1772,Quantum Key: 011e3608abd663f03491774e6e58a9779f55dc6670ad9be7d088df1d3ac8c4f9a3911b8feffe4cf26b9127a3d74b8a6b30be300ee8c3168c9c0091abb3ad4e38,133164.995708,ellipse
1773,Quantum Key: 13c508c0a2f898122276a83299a777a5b7126261bcafc9394cd7bba888b80826b90e754e517dc844809c0be322874dae3575a2188b5ba874310c92edadbe0409,301230.356586,circle
1774,Quantum Key: de9dce43cd711a520a1e7df2783c3c8b921d2e8b508118c3e24831a146f4e4878f918035201900b4186f0185442fd74ebfabf38f50306648a50f22c8882fb2d0,296188.923116,circle
1775,Quantum Key: f35383779b4c9cc029024b32b70f2d8254146875c6094a061bde89e65f654a38ca7018e3ea29931880ebab24a12d369d986130b598b05bd73d8fd9481a6e3b01,433231.440940,rect
1776,Quantum Key: fdbdd14ee261bf0718dc508f11c8b6d3d8c962c61c150d2ac67b9e0ee63197531f08c3a5407b14902fc61d5ffc9a5d1b19e96b5ce317be3815d8b57c51e4e3a6,226524.271480,circle
1777,Quantum Key: 6d596e7a2191eae3e5fddda85054c173c681ad8337921a109506aae3dd4766f0bc517cbd08079eed8d4bb22aeff54c7b5550b42d501049b701fb2380b173b0e0,343637.305913,circle
1778,Quantum Key: 6fd14e513024d1c3b11198793c68377280bf8c542878243445629b449813e2d2b47a73e4f53c06448090051261ed847900f72988ac5f8ffbc87e88730ea29e49,128693.851281,ellipse
1779,Quantum Key: f6f7e61a0a7a97670b2071b2708fcc16cc93a4d0a3dca0e3643267723946c4709930985d4b3e6c9db919b3cb8b9acf4603a4c7118fcfb6b7fb09f0c99d5abde1,367677.227284,circle
1780,Quantum Key: 6532efc27d6b45df76aa0830a9924d64f5156240ebecddbfb57f7434cde467e8e1bcd148e4378e0921925beb24d7d0d33c28450959af6727806478ebc39c08eb,289217.294077,circle
1781,Quantum Key: 8aae9813884faaf1e5a99e120038e46892368d25f7a8bcd11ab93a1c56fa81ee060500b177251d57fa5cd723f26c340e5694420f0a3fee335ba3dace560fdd45,202152.528197,ellipse
1782,Quantum Key: a5b522d0eacfd1c6bfd088843dfa7dbf3d2f281a77fd3bc2e0576c03e5d080c675629a4c024b9b351461bda93e0c848824469d73fa452407c54dbdd76cdad4c9,208071.215760,ellipse
1783,Quantum Key: 9ef4d18a2f68946c56a3239743607f4c90841738db2110550e2ef20474b0a739ea68a6a9336fa973dcdca993f4af7fbeb084ae1366c1542716facb0d71883a08,681292.125849,rect
1784,Quantum Key: 46af905a2e61445f9b187fc7890bb04b6260f9729e5d8bc4327cc50d026223d9af8af1a24ff67188911981208f762a8481c0a59c53c65e9478fabca96bb45dec,369709.691058,rect
1785,Quantum Key: 4461222a6fd937d124ff72c1907ca413b8544b160a0e3b4d4ab2cc6b4711e5c0c44b148d092c7dfc31e3a942acf2d2eed2dae1142cad4f2c02c0e86146c4b6c6,107771.439394,ellipse
1786,Quantum Key: 0e3409ea894006b3d43b030388ec3f2eb13aa5043d9e94e021a35403268148eb676d63d39988dd3d925cc93ec5171bab6dc2de975753c490d7bc825a55ac740b,161501.685560,circle
1787,Quantum Key: 476c7eb302d8dafe94cf2095dbe8d940ab0562564cfd9451d206a21c29e80ff7c40a934ab456627d04f86cb146dcf100510713544e2628b561cdd11c9be36359,70129.007003,rect
1788,Quantum Key: 49ce57978daf21acda788b9af0501e9a568c213ab91dc58c8abae2853ce54a198b6b6bd742d714fd93c0fea894942b290f6c840a27bffea5246c29100387c7e2,227970.369207,ellipse
1789,Quantum Key: 6e7807ca27c94f19af382d3c19ffb029a124346aadc4ea6b1e757bd8e55052d9772c9258685a1bfb297f1e1206092667ecc1d887d77c4506502b68e81000f437,191576.050075,rect
1790,Quantum Key: 44309470565f1256be87ac168b60616d0bd798e837564bf3e65c8d811b2e36b6a664643c1f6f9687e240f45239068df4f9df7fc6cd4f7f7a0681364b8ab6089a,397694.956700,circle
1791,Quantum Key: 8573a46c70e4d62e9414346355e2f43e545dd3c4cd2e76ecbd2f578963ce8ebbadb0b4b3c40a369d3e231bad5db6d14e86d61f3308af7f43a63a5321a89c5481,298932.005558,circle
1792,Quantum Key: 5b0064a2c4d1f29db75531c13fc0986c350c42e90961dc33216811f29421126057d6d683985b0e05c931652fce972b93522e9d3f83124146cb7d8db122aed437,613831.497367,rect
1793,Quantum Key: 4a17f1aa3cac8606f55e3056d4836a5cc60d3754563155c5762daae99d6b8f51a53dd5991731dc0d04803206e8fecf4ad95ff913e98e5cd0676e176ac5db3075,461427.950191,circle
1794,Quantum Key: ffc1238b2b11da8614ff05069b2d77954211617df5a6e2a519b676570a47500d0caaff9e7733374d93a7b47124cabe7f90ded4eedcfdb901e0e57cdc53fcc75d,347195.979113,circle
1795,Quantum Key: a216091f837fde3fd818b19cb2e46dab035235e94e14f592acb92eac0a44bf1d2617b6dce574ef43bda5f9eafade0f2078a7284966ce6d5da409b7b7bc9dd3ae,142846.368693,ellipse
1796,Quantum Key: cda260601a2c322dcc2f350b8033685aa901cd7fa9b8e8da02fcb2cba72839c9082dbd57f78cf85cc72728aced1e1d168de31320edd33929abe0597c79cb990e,275093.656709,circle
1797,Quantum Key: aa9f68c8041ba0337bae7a7b8d0f3a7405273aa8e4ab0bc164e871a610969769f994b9d62ca4f13fb6101b5eb7bfeaebb394f52cb82ec358eed3177ff0124dec,35813.846063,circle
1798,Quantum Key: aaa7e7c30982d237eae3e4d0fa702594291a0b500847926948e4fe159b6ea3c5ab99b667370ee6d3d04a420295711f7cc2eb56e293a4685201eb0f6483932e8a,132401.912367,rect
1799,Quantum Key: 70b35046ab3ce9d33b77d0c980bc1ee3d1f835d0355e092e5d7192b4677eca01ce98a1b609bcb73e66579b65e7f9cc7223a19ff706ec95affffb8a7d581e823f,357309.715628,rect
1800,Quantum Key: 238fc58b73454283fc492e06ef3608fe637efd8c994d0bd7feff701b886aaebd8a83ca2eafa6ab58ede2d3d84d2618ae21b931db85f93408b047979d4bd4111f,264724.878939,ellipse
1801,Quantum Key: 979a12b0621aa3dca54726892598fecd6bebbda6daeaa764959c5489be40e6a48f14d199abdd3d79509487e3afc0081d8aeada7e172e92d98740f92487821d1d,58491.727678,rect
1802,Quantum Key: 267288c2352c0133906c73aec05f4a530de2a876b009728d2471f72725afb577be6836f11781ffa6f2b24ee7279bb9acba40a40ca2684ec48f0a15a8ac29714f,606721.622880,rect
1803,Quantum Key: 71862231896598858732d21be0709e3873a2ee616cebb1b33535d3c16831f6d8cfb35d76cd9b6f1e1136bb1570c36b8ef4098d6299669db9b71b91f4feaf9bd9,207531.957591,circle
1804,Quantum Key: 05be879370d3fdecd0571764752d406f31bc6c2ca51a9cf583c0c22b2190acee2974fa492a297a367239f7b2a9db5184587833e19b13dfad675edfb68e8cbcd4,326462.558958,circle
1805,Quantum Key: bf1888435447e3ee20c81aaa73bdfa54717f3a546ca7cd5078d0dd159055e3eb690c73c592ca2c2004148b93414432104a45aabebe23733ab5326452919511d4,329451.204991,circle
1806,Quantum Key: 7779a14dceabf4a7585220aa265206875071decd4ec2a33fcd0b8a3daa45ea25444206411b982994eb94c8e9505cbb97a1426f1d4015ef9a7eee5427a599d516,388174.289709,rect
1807,Quantum Key: 7481e20471e26d18ec61786f53771f8bf7e14bf5de8275e0ad78b0c84bb437611f17348550b6396556d5b007914eec80ac8e73f02df8ed87292cfbb1c87deacd,0.000000,ellipse
1808,Quantum Key: 840021a94aa82fe9657a533d9eac33c1050d646bcdc57cd51c6abed726d911db928577aa0a20cc1f9ed4db1c8caa44f8b44e13e676065a70f056ab71531421a6,227367.569844,circle
1809,Quantum Key: 2d61af70966bc32e883c6f5387a9e39ef6ce1f3e4c7e2ef9994a3adc649d823a5ea8ee996eff64be32d2f4f0ebbbc3e6ae1ebae7de95b1d55f9a56ec48f547ed,164475.863464,circle
1810,Quantum Key: a901810229b27a63440153654ec03e8c231f9aea30652e2626be4e04a2c7990b65f5edbf2c8d79681e810d4ae3a163b43121570ebfa82690fede1b56c064c898,528310.592698,rect
1811,Quantum Key: e59c7a4e401e4497d6901c226c0fbdb718413d09d19725fe0df8f7628f0e38b93978a2319a2674fe92014f385ae64447e71f26f9bb4bea4b2c5e1c85afa78483,284333.378949,circle
1812,Quantum Key: 3e4989ccaf919e9480fc3ec4e1d11b7f41967e69afa9f893b9d88ab750f7c4c2cb26d382c40e9a90e10fe79943208bb1abcd8e464e8f293e1582a7d36b454c70,279200.847397,ellipse
1813,Quantum Key: 3da76ab92c19819380b7a69e34c7218193907bd4130841eddd2caf549823928b29dbb58ceb9acf74bad284ba8dd7d38c73b23ac1a10624cd2f7e3eaae3ca0be4,199365.275215,ellipse
1814,Quantum Key: 243ad35d6223af16cb87493fabfd6109a11f9795748a01c99fb058faddc7495ec54ff542758c77224dccb0236d43a55c7a789f6b19fa059db993442cfe46bebd,13581.998028,ellipse
1815,Quantum Key: e38e42a1288242fc6954946f13877a69faa86afaf982a964e3b6d65c182859720b8499b72f3c1551999ff949fd9cb507165874d1631f4cd2a86c21474e4cf3d0,518104.091221,rect
1816,Quantum Key: 11af2349e5e611bfe0681d24c24e8bcc739d41a34d4d5365510bccd77e6d74eb3c07b8184dfa586d12dffd53d85920743992ef849a73f68acb1213b9e7287538,4836.004682,ellipse
1817,Quantum Key: 91a301b959204e2f00724c4f5a1b1673f3135ff3727b593f913816fbed9b56541f0cdece79b85a439516dcbf8c61aa9c92ff151fdda9eff5b6384ebdd6b7562c,259170.539479,rect
1818,Quantum Key: ccc27885e0d401a907765730669c2ed55252913e7ebd9fac66ecb272e29723f9a3b1840ab291ea3e968cdadcfaa2b4cdb9cd27cdde461d6b1e027c62ec16a261,212258.633775,rect
