ID,Key Generated,Entropy Value,Basis Kind
44,Quantum Key: 158a9f19625fb619aeb3837aab4ea6531e358877a1f4cdcbfbeb0388466f3cd2,Entropy: 1.55 bits,ellipse
45,Quantum Key: 176f5d6d76c5da6ed885bc861f6c525e4310e8302a50ef2dddf4be109b5f5950,Entropy: 1.46 bits,rect
46,Quantum Key: 21ac20b290cc36fa61e87df60518098caf89684ab56ac22a73494c3e470da4bb,Entropy: 1.56 bits,rect
47,Quantum Key: 3db1a03b3c5ef444052f2a046e57ca1bbf07fe43e1bcdf3a81143f3780d517c5,Entropy: 1.49 bits,circle
48,Quantum Key: 73ded274d5526bee88af6c35fe747da95d46ce2d33a92972da9fe796fea5d4f2,Entropy: 1.45 bits,rect
49,Quantum Key: 9ae7c079e7f7e4773495854857e6e154e2c752b6afe6d7605e052b6e6901e12d,Entropy: 1.56 bits,rect
50,Quantum Key: f746c2230ceab089c44fb4316f13ff0d7f49fdbd2ba33033b3a4b1c3fb58b7c7,Entropy: 1.52 bits,ellipse
51,Quantum Key: abc6bccdde76db4b514ed271e80df589acdd0febffbf16519ccdaacbd7564442,Entropy: 1.49 bits,circle
52,Quantum Key: b135485c8a6286fdb8d09486257a4640cae44b6c438a84faf5a0d76992ca6324,Entropy: 1.42 bits,ellipse
53,Quantum Key: de61cc7053d2b3b5064924df35d6dafd51667b31ed1f3b453f7ad7b7843dd782,Entropy: 1.54 bits,rect
54,Quantum Key: 80cb77673955e3fc7e135b1dad7efa67318a2d34722db59c08e8c7bb767a2783,Entropy: 1.52 bits,circle
55,Quantum Key: 7dacf19b71dea5e0858e1b74cb93e1490d0a0e399a60678a241f087b9b78309c,Entropy: 1.58 bits,rect
56,Quantum Key: 4152ef2158bbd08217dc9e4792344e97ec1d806b16f920c6b2bd068ffa9c5f23,Entropy: 1.57 bits,circle
57,Quantum Key: 57a73d0c5951aaa4ce985cd609fe8d5a47ddf6559bb42d91026d953111a10d86,Entropy: 1.50 bits,circle
58,Quantum Key: 2bacf2c285c34f743d53de721207784c9e90f6bebf0f91ee48104828c72a7472,Entropy: 1.45 bits,circle
59,Quantum Key: f62cc80127eae9a22f016ea4cbb57443ea1f6304505b57853501c9380e192e1b,Entropy: 1.45 bits,circle
60,Quantum Key: eb54606c1ec706c8d5d14b991ea1d81a3ab220e77839c6627b4c17d6fa1e076f,Entropy: 1.54 bits,circle
61,Quantum Key: 1cdbca7c4d878154520afd8ef77e05edd5abe6d439938ba30e6e1f95e9f3c783,Entropy: 1.52 bits,circle
62,Quantum Key: 06e8bdf8ce7e8d05500ea06464065b5a834ba317d0a8cd25d29886de35942fab,Entropy: 1.59 bits,rect
63,Quantum Key: 13e15f12410b8bfff86fa2bb1d6f8bad40628668a001464587fda8f01602370d,Entropy: 1.62 bits,ellipse
64,Quantum Key: 3a9c3016192c00183ab6ff24cb5477f8631d127efad35a0513fa8a8c3a0f443e,Entropy: 1.58 bits,rect
65,Quantum Key: e3ab743521b6d4b928435c5034decf34806aacb5c4791b06f095be60ef19734f,Entropy: 1.51 bits,rect
66,Quantum Key: 51e52e968d515fd23f8ec72daf4b0094f6f358837ba8682128ec0996ef513a51,Entropy: 1.56 bits,rect
67,Quantum Key: 1be5faee04bc4c6d01438deafec62b6f9e951b3a89c66d030ba58ce9f58bfc43,Entropy: 1.62 bits,rect
68,Quantum Key: 92119a9fc85eaf8cf206fd86a4db01c8dfacd0b6d43004568efea020c5e92aa0,Entropy: 1.44 bits,rect
69,Quantum Key: 87e5939ae7afbcc2c165f6951520eaa6ebcba686f6ee13dced955e9b5c6225a2,Entropy: 1.56 bits,ellipse
70,Quantum Key: 444b0b402a414648799a0d78079466ca5ab57bfbe78802bb711cec6a41fff918,Entropy: 1.62 bits,ellipse
71,Quantum Key: 680c81cd04df54b804ba582967bec5d1398826216199f406992369c8f9da3b6d,Entropy: 1.42 bits,ellipse
72,Quantum Key: e5df13d439a9537ebff64a5986f156cf6052bf78dbbc2bea67d316299618b893,Entropy: 1.56 bits,circle
73,Quantum Key: 36fdd7b1d213a063bff59649b99398e6f80cbf79f851742890a7d97524861f63,Entropy: 1.57 bits,ellipse
74,Quantum Key: d60c4498cf9de49130ba3f626e153c5ac68f6b5488865994bb56e9f188fd1d61,Entropy: 1.56 bits,circle
75,Quantum Key: 73d02f8cb3bd86762daca9c446cbc784a49768f5c5159cf403b2340c4e2ea21f,Entropy: 1.51 bits,circle
76,Quantum Key: 4abea2fb1b03b771b36d7ad0e8653d5de701132ebb140f4b30cac2b8d2a2736d,Entropy: 1.55 bits,rect
77,Quantum Key: 8f58056e196d333f16e1703a690374b200c0551ed49acaef1c12939d7158b014,Entropy: 1.55 bits,ellipse
78,Quantum Key: 1b1b91bc632f9c00ca204667ff15dee2961847441d310d1d326e12fce4b8388b,Entropy: 1.48 bits,ellipse
79,Quantum Key: f14e7111bf5cfbb41bb69a77455b695987e59f6b196c118b5d986b6979ee1407,Entropy: 1.53 bits,circle
80,Quantum Key: 8ad1cef9bf16e4c6c06fc2f706c1e491b6694591d9595705a076f63c3b32a274,Entropy: 1.69 bits,circle
81,Quantum Key: f5031f485d7459eb7070d820d1c447d6c31f0e5329c8b4b07d463898f9ceed26,Entropy: 1.52 bits,circle
82,Quantum Key: ec3390b7eecda1046c13965ca4ac367aca7807502bc4d2c118d7c9f142eec4d9,Entropy: 1.62 bits,rect
83,Quantum Key: 9520b61542c8e3feab24d229df3daaf0cdcb811c5de75a433fb15157f14a58a3,Entropy: 1.53 bits,circle
84,Quantum Key: 7463d754116353ad2822f1666f256910a3f15aa675a51f91d69f108c13703a2d,Entropy: 1.58 bits,ellipse
85,Quantum Key: 4a140f9c316dad544986a4b5496c0af91568e79111b1c591094f82dd7db3438c,Entropy: 1.49 bits,ellipse
86,Quantum Key: e92122b4f6ff282e2a2a122f572bcfee96e27b3690e84934beb02180cb1f1a86,Entropy: 1.44 bits,circle
87,Quantum Key: f77638605ddac34a67666e9410b4270788b4de80b9f9ca23b36b26d99d3d8772,Entropy: 1.44 bits,circle
88,Quantum Key: 4245fd033981fc670559fc9032052cc38a26351c3414ea43090a204ea434172e,Entropy: 1.56 bits,rect
89,Quantum Key: ba8b6fe1804621a932dd7a88f0e9014f48c599f612a95ecd8d4d3489fb4d1fdb,Entropy: 1.51 bits,ellipse
90,Quantum Key: b0e19baba32ee827b730c331d5089bf4f0148d12d7c4ad7fd01f042b97d092d4,Entropy: 1.36 bits,ellipse
91,Quantum Key: 5b5e8400631c454a1334682b12b3ada41d368644bc63c28650060de90b137996,Entropy: 1.57 bits,rect
92,Quantum Key: 4e773349e8985c8c3cc8f136137102228da790e0a843373b970dde168855e984,Entropy: 1.66 bits,circle
93,Quantum Key: cb141ea42a630277122b721a006fd59a16c5fa2a5ac77c8a2de32bc9f011c23b,Entropy: 1.56 bits,circle
94,Quantum Key: fde471de29eff9460d66061110bf5ac79259c8540df4452d79c159a88d6fe3be,Entropy: 1.49 bits,circle
95,Quantum Key: 2e639597059dff84bed01946ba806351997e804dcd5eb0a351f0a199fb3e6e42,Entropy: 1.53 bits,ellipse
96,Quantum Key: bdbb783b14eb36ad71cab3ef8c82881509a8a8a5ab3741c4589791a6f266a417,Entropy: 1.48 bits,circle
97,Quantum Key: be058ccbaf9040a2aba1d51e4e6ce6d50420db4f171e06ed9a3212a3d0c30f60,Entropy: 1.53 bits,circle
98,Quantum Key: 9ab793b0917fc2228ff077a0f2a9039b8409334286974feb62f0acb10d86c7fe,Entropy: 1.58 bits,ellipse
99,Quantum Key: fdf6e4279b70be5286c755abe855aa03f0d54d8db96013498b8b98eb781535fa,Entropy: 1.61 bits,ellipse
100,Quantum Key: 42761f80c7f2da3f45524f9283508b40cb3a30b9b8e261b103cb185aa7058011,Entropy: 1.60 bits,circle
101,Quantum Key: 55b799ddf6437cf71ab4a9ef6b795a7b9750c3773ba508c2c8c327ec18d76f3e,Entropy: 1.69 bits,circle
102,Quantum Key: dc3a73df7bfbc8c9d17b14aeca2f16dcda20eccbd18d3e4787476cbacd5f623b,Entropy: 1.51 bits,rect
103,Quantum Key: 09966c3e8413c72b77c9f777da28d84ec7ddef4fad54363f5f4ddc36d38c5375,Entropy: 1.53 bits,circle
104,Quantum Key: 7f30536a158fd57eb12b086d5ff3666ac9ee74455f28317eec09c5f3a6ff3454,Entropy: 1.42 bits,rect
105,Quantum Key: 3e486477ec2b1d6314a82c78de7442f2750f0feeff7e372f399c360b3a043613,Entropy: 1.45 bits,circle
106,Quantum Key: d6cc899d276ecb5a690afee88c0505a5941033d19736cbff81b848d003a84671,Entropy: 1.48 bits,ellipse
107,Quantum Key: 8f2e296b5608d7760c834148cebb09e47fb56b3f5cbcab88e307e2e6518c9fec,Entropy: 1.57 bits,circle
108,Quantum Key: 0b9b6c9c2bc5b5363d7eb9ef2fe9def0629f539b7924920e19328cd3ecf8544e,Entropy: 1.53 bits,circle
109,Quantum Key: 8e823534ede0246b96776da700519e515896d1fe47ba828e72e2725410499c72,Entropy: 1.62 bits,rect
110,Quantum Key: ce6556bbd5bf5659787e6a6a84dac546acff2964c31e0d48c7cb2992ab6c2b96,Entropy: 1.55 bits,ellipse
111,Quantum Key: da2b232a0c2f84478c4ff810768bb3a12b59967cee4eb477e003bf6548ea00d1,Entropy: 1.46 bits,rect
112,Quantum Key: 259a928ead869f830c64b13bef7f3086bcd4e5d613674cec3a3de5a5585b9a2a,Entropy: 1.48 bits,rect
113,Quantum Key: 6f9ce348308ebda5df7363c7fa6557494f2cfbe91229e95e5e3a4426fda4961c,Entropy: 1.54 bits,ellipse
114,Quantum Key: 7b3783fe9e2a0cb1ecd9093f05c02c5ab068da65752ff69cd2466922390e893b,Entropy: 1.45 bits,circle
115,Quantum Key: 13c89d10f1d76ed1b4106ad53836dd271d40457937c25b23d9ff05cd38ab1b48,Entropy: 1.24 bits,ellipse
116,Quantum Key: a80103052ee68791cc07a8a1507a0cea9fec68a342560259212e68f92379e6c8,Entropy: 1.55 bits,ellipse
117,Quantum Key: 3ab1a46a9a6f94d66e1cd7fa4d0ad2add04aed3ad3a19280e42fa9205b81c34a,Entropy: 1.46 bits,circle
118,Quantum Key: 048cf253972eb8b2667c635dae1c5e7c35487869b5a475854bc314dfbc676723,Entropy: 1.53 bits,ellipse
119,Quantum Key: 35566275c686589fcd068751b4f2fa936db499c256acf94fa96bec8a98635e6e,Entropy: 1.58 bits,ellipse
120,Quantum Key: 7dc2ea15fff90430340f32f78ba7a61b2885524fba73e3c15b68cab802efd575,Entropy: 1.48 bits,ellipse
121,Quantum Key: e55d6468d3c480bc1fe190154371eb90721331d8c540cd18bbaa042bfd76a8e6,Entropy: 1.58 bits,rect
122,Quantum Key: a96e0ec3bd37049ad9ba4c6daa2b1c009ee01784229da6e5cda828c6180268f5,Entropy: 1.54 bits,circle
123,Quantum Key: bed0821ff730e26576b07793e5cd212bdcbb8a0f51e8c36daf15d5da3a94442d,Entropy: 1.49 bits,rect
124,Quantum Key: 611f2820104ab0796b7e11aa6fdea227bb0cb933805bc9e20f7a2afea2b8e558,Entropy: 1.54 bits,rect
125,Quantum Key: d1b36152580d2d249acdf40eb3c28803d79dd91e3b56ccb3a246359d3656593b,Entropy: 1.54 bits,ellipse
126,Quantum Key: e8004ce6b37d770148cccb0697a240b0736136ad2f2b00c08e9cfbe150a8dfa5,Entropy: 1.48 bits,ellipse
127,Quantum Key: 1461881a0c7ac7963bd37d6f8f49ef935331327f32f20c99a3f6967709bcdc7a,Entropy: 1.48 bits,circle
128,Quantum Key: c1c487f79eb74f269e1e9ade47749020556977af5152752ebde53131d393be30,Entropy: 1.47 bits,rect
129,Quantum Key: 9c591a18ae3cbd9b2730430a5bd1071d6eb2dda96cd6fc6e405de0e8d861db72,Entropy: 1.44 bits,rect
130,Quantum Key: d5ca70f5855a6520aa3586aec9ad4e095b3dd4eec58889f030cce0d4bb0f0b6d,Entropy: 1.46 bits,circle
131,Quantum Key: a195d907f336f0b4f07ffe5ca9f2cd29cb0518e8f64b0f66d0cb1ad756642cf7,Entropy: 1.57 bits,ellipse
132,Quantum Key: 55c3f82c723ffe5ccabaeae795950f2589050a01e63b33315d491fe8caf03321,Entropy: 1.71 bits,circle
133,Quantum Key: 487b1b7b27721eb3bcc601e36bdf9ebb43d0cb451c62bcccc03ad57d5698aa67,Entropy: 1.49 bits,rect
134,Quantum Key: df8edec857588762078b2e8614d9c468ca392b92a67c3ce4a76b83004fede5de,Entropy: 1.38 bits,ellipse
135,Quantum Key: 4deb330a11eee2bb979a75ff641c40d0d7572faf2630f2f1b0a63c31e13f8ff3,Entropy: 1.54 bits,circle
136,Quantum Key: d0c6675caec7b522ed639942547dc69560c5e8049525cccecbf8a9509a81335c,Entropy: 1.55 bits,rect
137,Quantum Key: e4647284b75ad529eea29c179dd7ea6e61b2c1809f737ed8d7a2e8a88448d58b,Entropy: 1.46 bits,circle
138,Quantum Key: e9b110d79f7981644b15d46ac70578480afd7becbf005d03a3990eebc0bfccb7,Entropy: 1.51 bits,ellipse
139,Quantum Key: a365df7d28cee868de4c123e26f2d6611656790a05d90e711f81bb140dcc15cc,Entropy: 1.60 bits,circle
140,Quantum Key: 17a9e0469f927ae51fd235b83924e4398318465937b10fa658b5608a1082f899,Entropy: 1.60 bits,circle
141,Quantum Key: e0e35b797cc61e9f0e28005d66fab2b0e7baaf7fa521e5eeaa19a2e34ac92484,Entropy: 1.60 bits,circle
142,Quantum Key: 09b9a63949ef5c90cb7354d6e01ad55ab34564d6cb42f4a131a72dd7ec5c2bc0,Entropy: 1.44 bits,ellipse
143,Quantum Key: 6332ff0fab409b6eaccc128ac55714f6a0cb80895411fba519e4062f0ab899f7,Entropy: 1.57 bits,rect
144,Quantum Key: 0dead3a5939763f8eb9cf83a646de0dce11f2c14cc5dbda0f917bea7be937a12,Entropy: 1.49 bits,rect
145,Quantum Key: 425af276c30368467fb0dcb601eb3e1365207bf758b029fdcf634df9917c14d5,Entropy: 1.39 bits,rect
146,Quantum Key: 68ef9681016afcee9fe5e0a8d6c7bbdab49ed6e108f26d04a685681c71ab302a,Entropy: 1.46 bits,circle
147,Quantum Key: 142801a632487c1ec6b5767e613021ee623ddacde0724bcc0a29a2cf0ffdc93f,Entropy: 1.63 bits,ellipse
148,Quantum Key: a9858cc2c177a95bbfd95f0724778d455f4bd3cb36cd4960953790b517289232,Entropy: 1.53 bits,circle
149,Quantum Key: 9bd875758e6262102b88457922d44f9477a272432d58f8e4e53d29e7a0e7dda4,Entropy: 1.30 bits,ellipse
150,Quantum Key: 90b8368709f6be858ac10411181ca73fcadd160cec41632d2f98f7a32963a3e6,Entropy: 1.50 bits,circle
151,Quantum Key: b6cb397bab5cb86a283efd7f9c92daa851cb1622d047d069b32ee7b74a8ec6d9,Entropy: 1.51 bits,rect
152,Quantum Key: d9eb807df2e87e728cbc477d380d6d2b8762072013b1c6312ddce71dc28ba4cb,Entropy: 1.47 bits,rect
153,Quantum Key: 4e6d4c88adf901db5aaba2a01b41b6a98acd2433a8a404104233ddb3b65be44f,Entropy: 1.35 bits,circle
154,Quantum Key: 842f9974f6352ac1379a32ea44513ef8c440489f550aa160497f242783ae3719,Entropy: 1.37 bits,ellipse
155,Quantum Key: cf31a0c4f55e078b2c662e455e33686c65a89357670b019f21ccdd824ed73bc7,Entropy: 1.32 bits,ellipse
156,Quantum Key: b5e5add2d1260f423da39422f34ceed20171cc2dcc27483858216a07896416e7,Entropy: 1.50 bits,circle
157,Quantum Key: 9dc2f3dc6d1e590e23be6dea7e6595a0812abd3fd07bd5726e2c5bf204627009,Entropy: 1.36 bits,rect
158,Quantum Key: 682373dce792f882406244f374dd58c87b21a3810ad56699973e66b494f8e246,Entropy: 1.55 bits,ellipse
159,Quantum Key: de9502815d097c71e903ebf562196d802854a8bf53b745b2010f1c6c663170e4,Entropy: 1.54 bits,rect
1,Quantum Key: b690d9126cca7fabe15f6e81442afc4147bf5b7affcb848482a6a741c93128a8,Entropy: 1.91 bits,circle
2,Quantum Key: 7dc311d698616c4beb8886cdb4c5bf903092b0cb12e8236cd650eff37f0d5113,Entropy: 1.65 bits,rect
3,Quantum Key: aa704d565ed207968b7c7a8f70ff7fc699d37192d4929f4face8b8ab280b2e11,Entropy: 1.70 bits,ellipse
4,Quantum Key: 479c23ae400147bff0085eeb18afd81f94ceb151c4ed43f792673ec74a3108ec,Entropy: 1.64 bits,ellipse
5,Quantum Key: 930d6d288d3c3c26b5d17c2736ed5eef487b2cb4ccf094d1683dd82fa0275af7,Entropy: 1.44 bits,rect
6,Quantum Key: ccef029c63316d9fd1ec42a5f1460233d953e4eba6ab4f7b19b42669f9324659,Entropy: 1.63 bits,ellipse
7,Quantum Key: c62de2ea0f014a579800f166cf8e0aa3e7c6062d1472d9e690a5a149df3f1bfc,Entropy: 1.64 bits,ellipse
8,Quantum Key: 9c95eb711b567bc712d2c16701066684021edd680b2343a6923c5cdbeb663fba,Entropy: 1.67 bits,ellipse
9,Quantum Key: 458f27d7a403f6bca8c71dd3804d04d71fe12020babac8e40228b1a84a5b720e,Entropy: 1.61 bits,ellipse
10,Quantum Key: a3968e357c0de4e3e354954b064d9a5f27734dafde2c40ca065c356a85cbd87c,Entropy: 1.56 bits,ellipse
11,Quantum Key: f5a283ea526f8c4d5dde7559691c5e0e5073eb41b972f9010e449be9969bdd34,Entropy: 1.60 bits,ellipse
12,Quantum Key: 7ea3756fd891244151872054acf2c9fb945e3762ef05c628b1759bee2caaf28f,Entropy: 1.64 bits,rect
13,Quantum Key: 1135fe3fb12b74cfc7e07a564d40d7893ef2ae698ca50f39fcb47f73a9007cfb,Entropy: 1.39 bits,circle
14,Quantum Key: 8fdac7623a18ad12ccbf67e12b55cad38747bfc0d7802e1b243ba34b95508592,Entropy: 1.56 bits,rect
15,Quantum Key: e63ab1592228102b0f368b5904e3a00007882f1ccbe9adeb90c91239c2648da6,Entropy: 1.72 bits,ellipse
16,Quantum Key: 38d8af868127a1809eab00c96cf6c840522d9740bd962185bfb7276387fcf514,Entropy: 1.63 bits,rect
17,Quantum Key: 66a7f76cb26432b24af1bca2d1bba1b0c76e20652819b131f5e43e206cf9aad2,Entropy: 1.51 bits,ellipse
18,Quantum Key: f5f7b98b6683bab4f3a89b3261f15327d0a82832b424a1ed8a3bed80bc94bb44,Entropy: 1.67 bits,circle
19,Quantum Key: f8ab5e720622ccab31e53c5c1fb6dd440e3d4f7c233b2b2de7007dc0985212d0,Entropy: 1.54 bits,ellipse
20,Quantum Key: 286d13da961067368b228efdc70f58ab503b25aa38ab0703e853cecd710450df,Entropy: 1.49 bits,rect
21,Quantum Key: 08da080fd323be2f3b263f63e8ff836526560d875b24aa21307b56f5f0b198ba,Entropy: 1.65 bits,rect
22,Quantum Key: c6cad86f7f328e15273a0b469f9976446f2d06b489cd41c9f3ded0f3c6c70941,Entropy: 1.65 bits,ellipse
23,Quantum Key: 3c347e5b97482e07060ff9a01e8e0f1d3c0eb3b9674ae573678b68f5ac26145d,Entropy: 1.53 bits,ellipse
24,Quantum Key: d30f9b2ea4c2b1b4e6a92820a04c2a0e618918e05ca233900ea65df6c99dda89,Entropy: 1.32 bits,ellipse
25,Quantum Key: ae08c119f45706aed3afc07c2ae1bdbd41af9bc4cff1658e1655eba6b3de9af3,Entropy: 1.67 bits,rect
26,Quantum Key: 69e44404b31d8a831ee9ea2fecdf7252c9a0e83a42546023c453c213bc5cd321,Entropy: 1.65 bits,rect
27,Quantum Key: 74ce0b541eb051add4b6b8bb67014faae4a44dfeb771a78713978ff2dfa93d57,Entropy: 1.59 bits,circle
28,Quantum Key: 33e283bd7dd69fcf9b6989da5b8707c4c4f4e9bf8e8a58cf0c9ace7f640ff3d7,Entropy: 1.57 bits,circle
29,Quantum Key: b7a9770231e38cbb6b288cdffbe54928d11790e5a8c6f0fd5b375f29f5646836,Entropy: 1.49 bits,ellipse
30,Quantum Key: a0aa94c19abe60bd6432ef026dc94efca1e677d8a7976e32a7bbac0ff9025497,Entropy: 1.51 bits,rect
31,Quantum Key: 3dca3f4c9ae758bd4241cd7cbb277520ae8275e0574385f70a7b56e7f88cf2d2,Entropy: 1.38 bits,ellipse
32,Quantum Key: 37c4b7fd22c82634f408eec9758a8b957d3e3b43c9a48b027cdbf1f16982a0ec,Entropy: 1.68 bits,ellipse
33,Quantum Key: c7c94911327372262d9e97bb5739ac2ea3b76dd2387cefa202ba5c5cc7f7ab76,Entropy: 1.57 bits,rect
34,Quantum Key: f00ac15d12271607299e498c59120481c2c565923f42d359557a0bfdd8ab9bea,Entropy: 1.66 bits,ellipse
35,Quantum Key: 7ab7c9a23e3d17f51447865d83be7f40b9e980313abbd12e9968f4044028de60,Entropy: 1.59 bits,rect
36,Quantum Key: c1307077671dbc2e7d476773e166f5e3924035652df573f1cd74ccbaa0e34565,Entropy: 1.62 bits,circle
37,Quantum Key: 37acc0cf08e0391eac8317e300eb3cf1cc0af5b7d2155f10684a7f78ef0785ce,Entropy: 1.56 bits,rect
38,Quantum Key: 1473cbd3c591763b9769299f4ea76e1b40eaf4c6baf6613065e4acd412d6f8f8,Entropy: 1.72 bits,circle
39,Quantum Key: b5cb3be45d34b493e93e829391bc58b67a1bda82c08238b5dce1e1c0828c9bd1,Entropy: 1.63 bits,circle
40,Quantum Key: 05403826f43c0108593b67d73ba2b1035f86205a66e1d083ed7ce82824328737,Entropy: 1.48 bits,ellipse
41,Quantum Key: a82fb1b4f4a99c607e611e03559adb31b7f5db7eee3e8abca68e505bfcda80e5,Entropy: 1.60 bits,circle
42,Quantum Key: 365425814585bbc64b2baf6add10cc88ab9f4fb710cae21ea424a5bcff32d749,Entropy: 1.49 bits,rect
43,Quantum Key: 180f8762c0c3c46ec17180d219ae30c7c04ea464a0999e6500dab5e32afe16eb,Entropy: 1.74 bits,circle
44,Quantum Key: efbeca507aff6cf971dd431b4a59f1a67666cc4d74c8535d3fbb71119428f8ab,Entropy: 1.60 bits,rect
45,Quantum Key: 49ddcd8d3408a2acf587f72f9f1e2daecad0a7b7653b9e61f576bd9dceee3a56,Entropy: 1.59 bits,rect
46,Quantum Key: 2f8bcc038d122f11f2893735fca57486a2865d172f082ea693372af0654f7666,Entropy: 1.52 bits,rect
47,Quantum Key: f4a245e8b96c82a45763ac2e7892fadf3c37b47b37553ca147884d521ce64c7c,Entropy: 1.59 bits,circle
48,Quantum Key: b20f0dc7b95f05c03f4fd28d9e140e9f431f181b163934a69bb1f443d4a4395b,Entropy: 1.61 bits,ellipse
49,Quantum Key: d34d605767b61e0f1be2bb0cf00989a1a032ce3329bda010625e5aa8cb4e99ba,Entropy: 1.59 bits,circle
50,Quantum Key: 1cc1cc51ef6e6661aa6c0f1afd3af45f84143ba24b954ffcb010d3623126683b,Entropy: 1.65 bits,rect
51,Quantum Key: 2c03cb3c564cf02c126e77c72a5e1a8583661140ec7e0ebfef41493450d61e6a,Entropy: 1.60 bits,circle
52,Quantum Key: aa0eeabda649889ed7c7e395c701e035a171746c1f1f090d6bfd0b3da7dd388f,Entropy: 1.69 bits,ellipse
53,Quantum Key: c5780ae303f2b80c18a6b8af8bd988bd1ed985adeea98b5cc021409cfa8edea9,Entropy: 1.60 bits,circle
54,Quantum Key: 653f84eb778b4cc536b2a9362b365bbfb360cbbc7392a9bfdd9c4f5c93537c3e,Entropy: 1.64 bits,ellipse
55,Quantum Key: a4fedd2253737b29951af4d0be390f5007140cece03878d3513203c3cc193c82,Entropy: 1.59 bits,ellipse
56,Quantum Key: 4bc927e9b88602d6268e7ffa6fd8921fcd667daf5ce4c8162693e60a21642505,Entropy: 1.59 bits,circle
57,Quantum Key: b8681eea8e3bddf477e41e3230e3256b4a17ad437e17531a105edcb754bb0905,Entropy: 1.61 bits,circle
58,Quantum Key: ca0c8b2b588acb1a4efb1dd31531dc7e66e74c311eb5d019e9cd1cac3e418d47,Entropy: 1.65 bits,rect
59,Quantum Key: 0c50f495b11a3c9b1cd3760d37e4947812e0454aa4e0bac9af9d5d77d2f74db6,Entropy: 1.66 bits,circle
60,Quantum Key: ba29c6d0071aa66e82d127467c19552532c161fcf049019f0ed0f3a9378b8401,Entropy: 1.55 bits,rect
61,Quantum Key: 7553164dd62e75cb00d28024de11769cef36a32adcc3cb090b18d4a8b1d0fca7,Entropy: 1.53 bits,circle
62,Quantum Key: 86aaf221fb9869fda7a4cbce3889202b3f7b62d9f20ad164bac51183d5789366,Entropy: 1.51 bits,circle
63,Quantum Key: afae91145b85a043867d9c1c35d9de4589a7750f4caae2978c06208b3946b529,Entropy: 1.63 bits,circle
64,Quantum Key: 0103e42ef913299a9dbf9f6093f89693b56b71006e86eaa38a64fbff8b9de2e1,Entropy: 1.59 bits,rect
1,Quantum Key: 87d8406b54fdf1717ccf33b7ba92cbb807f0e3def7ba91a75e89500f7a27e826,Entropy: 256.00 bits
2,Quantum Key: 9b1f8730be554c82f7607aa9361a70ba33c520a51995a953d213c7723068042a,Entropy: 256.00 bits
3,Quantum Key: 60b1184973c512796f4d401c55ecf00b62a9f74dce8976c08f788c008a806ecf,Entropy: 256.00 bits
4,Quantum Key: 8353ba1628f1f095a7f266cc65c208ede3227032ae62bb145c9a06eb3b50811c,Entropy: 256.00 bits
5,Quantum Key: 105e28f5931c72ffc9db8103135e8fa34c00d0b52ca5cb46f62fa9215b507649,Entropy: 256.00 bits
6,Quantum Key: 55181e38a6637bd68a9343418d8f91411ac36bf977287cd2ae52507ef7eb5481,Entropy: 256.00 bits
7,Quantum Key: e9c8e97db27d8fbbf6347e2955dff60f6e310151f58345e5d9f196ab02e2bc1d,Entropy: 256.00 bits
8,Quantum Key: 58b4dafcc9f8a22bf06c2132b840354ddc4510721367c7291a4ccb254d9ee394,Entropy: 256.00 bits
9,Quantum Key: 68b682c3c3c926130701b7cc0df3e27b42176e972e48408298aeee7f9ef8d3f0,Entropy: 256.00 bits
10,Quantum Key: e4cd476ec10a48decf18119c8e10572ea061c13cf95e10b436394068c7f9c0df,Entropy: 256.00 bits
11,Quantum Key: 68cc534eba51114ecf40c38069111e5578ff2de45457ba316ba88aec2c966ca1,Entropy: 256.00 bits
12,Quantum Key: f2e5f3b98ef01fb42b51c0e9b6c5ea662015e0c8a46edd59069360288d9f2d85,Entropy: 256.00 bits
13,Quantum Key: bc727b98f87d6035c4dff327b1c66a7836ab2caf580a723c9836ff12606e7cbb,Entropy: 256.00 bits
14,Quantum Key: 1054046810dca6703d517a2f9f0cfe1326d4ac3aa8e04f142e9e73f9888cad09,Entropy: 256.00 bits
15,Quantum Key: db5eeb1c1ebfddac0b3e069e2bbd0c6cfe567623acb49cb2bb0f6eb47d4914b6,Entropy: 256.00 bits
16,Quantum Key: cd3f0b31eb167a6c1c02f931200c57f318c4a62723c534a0e040285438942461,Entropy: 256.00 bits
17,Quantum Key: e501c17a3d8d6a7e8770adc98742c078bc42d199ee0372750f69ff2b3f96531d,Entropy: 256.00 bits
18,Quantum Key: 7f1f6b152c29ead2d10926217316b473d804e6e886221199b9681aee42866a7a,Entropy: 256.00 bits
19,Quantum Key: f5de1d7f51750e7fdfa058f2db97734a2c76cbc6fa549d2da0aa2b1f766cd8bd,Entropy: 256.00 bits
20,Quantum Key: 52026756bf600b0cf2ca3d69c2b98dec57be19986f4bc0cd3405052aaca5436b,Entropy: 256.00 bits
21,Quantum Key: 30865da9214a9ef7b9ec0dad9a5050cc0c80c3092236adb2fc4927db3ed0d9ce,Entropy: 256.00 bits
22,Quantum Key: dd4a31722099ccc6a829a9df1af1ed0fa067686c51bef8a24725b30bc23cb129,Entropy: 256.00 bits
23,Quantum Key: 46a94565a44c851a039aabd302219874b7ab103b9fdc41aee2de19bcba11dc1b,Entropy: 256.00 bits
