ID,Key Generated,Entropy Value,Basis Kind
783,Quantum Key: 91c39946e095f5c5d92d3f6d922fb7e0b665d860fee4c5234aa9a5b1778b74b3,Entropy: 2.08 bits,ellipse
784,Quantum Key: 9ef4f2405084d82385f136f43cbd53b4e9ea786ffe244a30ac06973b0f1b5adb,Entropy: 1.89 bits,rect
785,Quantum Key: ba5bd9455747ba57fd179a3e902c43f48511b9609ee766c5f0dc71b807cebab0,Entropy: 1.84 bits,rect
786,Quantum Key: 75f2447925ae1273e5d9e5191b3036e66555ca340f4fe2472fece8244fecc011,Entropy: 2.03 bits,circle
787,Quantum Key: b41ac37704b39eddb9193969c7df3fd058258480d40824c9033714afbe89feaf,Entropy: 2.07 bits,ellipse
788,Quantum Key: b102aa3f0a49d25b6e2401a765a86ca69fb16083d083661a762c723fb6ee5c31,Entropy: 2.08 bits,circle
789,Quantum Key: 987ada5c8d51ba591b70d7db2e75c755643b0a1c0649787cfb08995839bf8a6a,Entropy: 2.10 bits,rect
790,Quantum Key: 6b55e53f6ecf3af1cac44483e6f6fc4f0015223ef63608dd2b162f465a97c677,Entropy: 2.10 bits,rect
791,Quantum Key: c8907c704171fe50f750d578e3df3839588a1e05279a443fdc2a9f1c49541a71,Entropy: 1.61 bits,circle
792,Quantum Key: e024fdc3e6087d75085cb2f8afeecdf6a6f3618fde6e0eb20b18c7fc873954e9,Entropy: 1.98 bits,circle
793,Quantum Key: 53478ed3721781cc27f3dc3a1530f2e2a64060f176429052b73d0f9ccd7d20fa,Entropy: 1.61 bits,ellipse
794,Quantum Key: 96f8df31f25c744d4d244bbbcc2b0c9253069a911b71044d20614a6ca8ffc564,Entropy: 2.00 bits,circle
795,Quantum Key: 04d0569e200bcb1cde9426eda3fd5d3ef1d43cf5e7647d4f902a4b6287ac3b76,Entropy: 1.77 bits,circle
796,Quantum Key: 7fe1864186d193d778c8f8b605081b5a6a62059f471d20ce6d9847bbbbf1df12,Entropy: 2.15 bits,circle
797,Quantum Key: 870cdcfaa45455b6f94167389b1ff1607d3b2161899dcd033644c6beb278ab2d,Entropy: 1.97 bits,rect
798,Quantum Key: 8a74a74f102cf7f5308ae8a64652cb933982931973cde27e76529f32af59a3c9,Entropy: 2.04 bits,circle
799,Quantum Key: 39b37a346e9d2ec6426479535526bbd4ca08980f18289db2ba424e25f4f3a4ab,Entropy: 2.09 bits,rect
800,Quantum Key: 47a123f823fd7174f0099691ba655cffb9d660fdda04c8817675ef03bcdb79a8,Entropy: 2.13 bits,circle
801,Quantum Key: 2bc4a37d85b9002e57201c8a73e4e75753576a286aa06dd744b2affdd1054789,Entropy: 2.05 bits,circle
802,Quantum Key: 1c556cfabbe2a7977a57a2becd407625c8265e0bcf0d480fb4065dbea9973a2d,Entropy: 2.06 bits,rect
803,Quantum Key: 3a3aedadf38d40b0adca455420cc015d594adb92e050b3b7f07a22d6a3dbe3fe,Entropy: 2.11 bits,ellipse
804,Quantum Key: 8a7a52e1d13e30a2589d7453078dca292deba60305ef1c68ad3b6f26cc2c23ec,Entropy: 2.06 bits,ellipse
805,Quantum Key: 06e49cbb6d57e717186bdae462cd750adf5f601e283921f3e7790b51f68e9b30,Entropy: 1.94 bits,circle
806,Quantum Key: 69952455c74de4d07917368ee9fecc17f051f1d71861f72108d5aeb138373f6b,Entropy: 2.07 bits,circle
807,Quantum Key: 257d632f5a49677d991e3100039a373e1591d6aa0cfd1dfc56fde31f081af351,Entropy: 1.85 bits,rect
808,Quantum Key: f0f737f986e768517216704ea0f029a0a0f43b96bafb4f0b041343bbd2de766b,Entropy: 1.84 bits,rect
809,Quantum Key: b451e59485ceafbb26c3bbdeaca4f4a225032f51449f18228109662b97db19c4,Entropy: 2.07 bits,circle
810,Quantum Key: 9ba429f0f4770b7acc2adf5ebfce7356ce62ab58b3d88f8228b71574c50aac81,Entropy: 2.09 bits,rect
811,Quantum Key: 056500237234c570239e1c04db83c8906945298e8e07001a697b3dccbe0488c6,Entropy: 2.10 bits,ellipse
812,Quantum Key: a4c7c090d6b6c38d83680a4af0ff92c59dff2a794ff729758bc947ca2bbd918a,Entropy: 2.09 bits,rect
813,Quantum Key: d3f200cf6eea6a7662d9c75efe8440b803c0e59b77973c848f64c9afcafdfb7c,Entropy: 1.90 bits,rect
814,Quantum Key: cfccfcb76a7a681237aed74f575eee945facab118a53f69bdbd996842104b4cb,Entropy: 2.08 bits,ellipse
815,Quantum Key: 1916b20273237d2015cfd6c30ffbbc1aec4fa5eb661923ddd9b5cbe151fd4a28,Entropy: 2.12 bits,ellipse
816,Quantum Key: 512907c8f55226c4f3772bec714266ff8fb2c32110a983c629539a57da686f09,Entropy: 1.93 bits,circle
817,Quantum Key: 4235bc87ee3933acce0229e3407244ef398c8a9cfcdec055cbf288b3e99d2939,Entropy: 2.06 bits,ellipse
818,Quantum Key: 3c2d0b53ba78583dcf3a1be56ffc9350a47da626cfedd27597d0884dab1bd8fe,Entropy: 2.03 bits,ellipse
819,Quantum Key: 6dc91ae3550b1d49afe7198653a44128c89036b6e911cf390baebfb5ec7a586c,Entropy: 1.82 bits,circle
820,Quantum Key: c45b8df76ec78c939a6188881616ffa91825c2b7d731bbe732fe357485f1f6ab,Entropy: 2.10 bits,circle
821,Quantum Key: 2dccffe6d67f1ff5ae99c05303d73af45d7b78dc4b7353d5ebc7ef009c6886f8,Entropy: 2.12 bits,ellipse
822,Quantum Key: f7bc3864986c67e647feac67b4d30982e9aa5dc486a32a1e335ca9901583c4a0,Entropy: 1.82 bits,ellipse
823,Quantum Key: 16d3a415f02ca3d22f8048483a0f1526d4ec0dd8e5a44d9960afc554e1c26137,Entropy: 1.82 bits,rect
824,Quantum Key: 6fc067f1af81866ba454194cff4d01c0832e88e7c9b53d02644a0c833d2a6d3d,Entropy: 2.09 bits,rect
825,Quantum Key: 1522fa4d7e2ca1695eaebd2e35a65493c81650e4fba219f6b35fd85d101e1595,Entropy: 2.10 bits,rect
826,Quantum Key: 72612b8eabb97b198045b01f57ff2bdbfddb4ad465dc94602514499d9e3b2b70,Entropy: 1.75 bits,circle
827,Quantum Key: 91e87bbd37711b278c58024e990e869e4bf21134e5db031ca986ef66d8d5b6f4,Entropy: 2.00 bits,rect
828,Quantum Key: b8ef677a9b96cea073e8d548181679a8338415c09cf4ed4f5168f18f24353a3f,Entropy: 2.11 bits,circle
829,Quantum Key: e3caa9ed973349d9f155aeeb049eb2b51e3590c85517857f9a7a5562eb119a9a,Entropy: 2.08 bits,rect
830,Quantum Key: 2154eb1b3e6d72e51469681bc4ca4e1d152ec7a374555c288ef4a65ea8fd189f,Entropy: 2.03 bits,rect
831,Quantum Key: b820683cfeba2fd444fa0ae8fde99fb9fc1d1726a40c8c7715868a39bc33f528,Entropy: 1.82 bits,ellipse
832,Quantum Key: 8eacedd8f4b264b7c545408b611d9b1cb34502b6c62c42360710e6c1c42e9d68,Entropy: 1.79 bits,circle
833,Quantum Key: b5ae09f6f3611f5af306543102b4304dfd9c8e126fc5e6a933c7f841b89615dc,Entropy: 2.08 bits,ellipse
834,Quantum Key: 5f77657ad42658ffdbbc57b5bdb4f0c2345ba01d8800947fc3d589be72da311a,Entropy: 1.71 bits,rect
835,Quantum Key: 4cc9d4d2b6055a6e3dc301dcced6db84e4ab9dc02584e1e217c38f3bfab2265a,Entropy: 2.03 bits,ellipse
836,Quantum Key: 65338283fe1dfeb93c29feb6534bd1cbcbbc35b01ccd9f801ed34e8e41d855b3,Entropy: 1.85 bits,ellipse
837,Quantum Key: 85c81d900f14e353b92e79aab9cf31fee38a5d83e432fcad454d30ebda4986c7,Entropy: 1.87 bits,rect
838,Quantum Key: 0bb23d7b6aac10922d9f42c62f6606e84ae534747d2930be03a66849b725c99f,Entropy: 2.02 bits,ellipse
839,Quantum Key: 17626953d1151b646e5627774fbdb7e7e9f047b7635fb23d25fe6161155a08fa,Entropy: 2.12 bits,rect
840,Quantum Key: bd2429a14e551e3f29a1131f1511e620e79e198ea93b9a3c0c110ff39e3c2202,Entropy: 1.60 bits,ellipse
841,Quantum Key: 52e934b4e143b67760c6162046ca70412ddf0ca69d3de2024b2e3e42e81030f2,Entropy: 2.14 bits,ellipse
842,Quantum Key: 14e96bc120bb37ac684b305c486a2b66a1cea97ed118588e33bddb74fb0a8063,Entropy: 2.00 bits,circle
843,Quantum Key: 0a9bbcc2f6d574a6b7f2bf53f644867e0a4f395f5caeacf11bcc32ec8df499c6,Entropy: 2.08 bits,ellipse
844,Quantum Key: c6a09a4554386a79c0f57d22c653ba670e1939c77bff975014cd33b964726f1b,Entropy: 2.03 bits,rect
845,Quantum Key: b20df9071e792a720b2254457141ba98f01d11f41d641e43af932a6b3cd1749b,Entropy: 2.01 bits,ellipse
846,Quantum Key: 5b916b42cb303830c6c8af8f8003acd350d5ff15e19a49625a2b44b4a28c1284,Entropy: 2.13 bits,circle
847,Quantum Key: 0eb7e26bcaf8e6c5bc538644d9ce01c83a99ede2395cd0bcae9e1246cb93378e,Entropy: 2.02 bits,rect
848,Quantum Key: 66a1d9c4652a2d935eec92f44e2d891b7962c5748d3c9b6fa174381f7345ccb3,Entropy: 1.84 bits,ellipse
849,Quantum Key: c19ce55d87355c6318e19b16a378532b9688d68a200127202e53750732edb75a,Entropy: 2.12 bits,rect
850,Quantum Key: 4d02fff47420dec291d5d64159258aed8bad0ad863d3277e6aa50535bb7ebd99,Entropy: 1.66 bits,circle
851,Quantum Key: 991d1103512acb384f97f57c6358a06655adc794a95918249f529204691edb47,Entropy: 2.08 bits,rect
852,Quantum Key: dff434304b0d8c4ca89554eb290925c4495f11f6b7a29259144387898ff243a4,Entropy: 1.80 bits,circle
853,Quantum Key: e8a9c51c5d8760ac25af39eeedeb38755c2a898f64fe337b80273a484684b055,Entropy: 1.95 bits,circle
854,Quantum Key: f18a374dec856df8689abc4a7fe41e492e8b893f83679477b872acf7372823c0,Entropy: 2.09 bits,ellipse
855,Quantum Key: 101399cc2e3bebc9d29ccbfe4f65584b09a8712762757bdb0ea0b673a30dc21d,Entropy: 1.84 bits,rect
856,Quantum Key: 9634fe09dd00d1e4cc0cc2068962ca6eb08bbeb1390e9281e4063ec0a51e790c,Entropy: 2.12 bits,ellipse
857,Quantum Key: 655019dda147a76410a288074eef7dc03d1eec41c0058ac45bdd562b9b9475df,Entropy: 1.81 bits,ellipse
858,Quantum Key: 954b5e9c44a767ea9119f594602fd07321024c957b728eb8e6cd764383ea4769,Entropy: 2.01 bits,circle
859,Quantum Key: ad104ef3caacc5d83523e32b63842a8a7301cbd732a0c7407fe3cb6757bee5e3,Entropy: 2.06 bits,ellipse
860,Quantum Key: 9454dd8ff575ff033e6cdf28865106b850a75c5e3eae0af173f7ef37b5fcd61b,Entropy: 2.07 bits,rect
861,Quantum Key: f6a073482b51f20e5e5a5af8734e80d53a90bc9119f19d14eca069e13dd0f382,Entropy: 2.15 bits,rect
862,Quantum Key: f3b62e96a5da5b8dc442e2b64eb4102eeda168c99721fe748ba240af11a38292,Entropy: 2.09 bits,rect
863,Quantum Key: a2182a98a72bbc2ac2c3a222e7f5286e09eb081a5e27183d7c634e0a5e5d6fc5,Entropy: 2.07 bits,rect
864,Quantum Key: b48f9e998d3d90738e0e86628a49d4dc2bfa4164223257a6c848bf99abb01bfb,Entropy: 2.02 bits,ellipse
865,Quantum Key: 57f10e1b55deba11c70dfc5b01f86a8495879ca44199dbe3cc6f0f32e2e2d12a,Entropy: 2.05 bits,rect
866,Quantum Key: 0dc1929905313da3959f515a1090863d1f08111b67fd7d43bdd4373418e3b8eb,Entropy: 1.93 bits,ellipse
867,Quantum Key: 237b7865a2925d85572a157bc65dacbdd1ec4a9cdbd565a6b4c25d5cd3c9d6f1,Entropy: 1.66 bits,ellipse
868,Quantum Key: 729de1690e6cf9e126f62c24a00b321d61b1d30871f42477040231c9bf3ab4a6,Entropy: 2.07 bits,circle
869,Quantum Key: 6ca13ba3e9e100c8d9496cc31fe9d3a8343e2ec2e5ade3af0f813137070ec827,Entropy: 2.03 bits,ellipse
870,Quantum Key: 1cf33ae6b107ea1c5ff49c11d77e81640e54be039dbccb6e0d774026cc850b33,Entropy: 2.11 bits,ellipse
871,Quantum Key: a382a055f82237ead828c811a646c464c1ca52082d5aea09e7b0d97ce7f695ab,Entropy: 2.12 bits,circle
872,Quantum Key: 776a7517c4a920fc60e2b590ff409376b5052d226c51d9e259afc83570a7b3f6,Entropy: 2.07 bits,rect
873,Quantum Key: 8b574db33e371a137ce22b40bab2550953f9a9a608112b7e0856974cadef2245,Entropy: 2.00 bits,ellipse
874,Quantum Key: ed532c3203bb6d6203151b3d4ba72a83c9c2ed5dfe2998ec11707d1fa1df58c6,Entropy: 2.05 bits,circle
875,Quantum Key: 0c10b0d1942d6e4f2f7942f83a7a8599a37aa764f590d9e8aa934cc4083ade22,Entropy: 2.06 bits,ellipse
876,Quantum Key: 4bea11161b3459d029b6f4ec96ffb56fd12209d173608ac5a04e7c5a77d145f2,Entropy: 2.02 bits,circle
877,Quantum Key: a9419efb1f8cc436a9307f734f83a897786353b5bb581783e94e00d390eae1ba,Entropy: 2.11 bits,rect
878,Quantum Key: 4612bebb3f717438596c2c7b8cb685aaceb13fbd12192bc1a13a40cf02099c2a,Entropy: 1.92 bits,rect
879,Quantum Key: a8d8b24c32bb2079044e4118e7b3d62389bb39ba1115c55b2eb2884049141fa7,Entropy: 2.05 bits,ellipse
880,Quantum Key: 0a9b4660b87b129058508843b34cd97b09d263eaf0e9b9aa1a0b8858b80e50c7,Entropy: 2.10 bits,rect
881,Quantum Key: 4a8cadfd016897f110ff49016b32cf998c636f3c0abf544b24b66233254e1a32,Entropy: 1.85 bits,ellipse
882,Quantum Key: 3742163b298da5b189f169ff10303fefbdf5004443a1c3f75cb131802f5cc49a,Entropy: 2.14 bits,ellipse
883,Quantum Key: fa355d35b3596e423020550024ab12d82d542908f2eb1d94528347ae663be999,Entropy: 2.11 bits,circle
884,Quantum Key: 06d8e41e4115e102a8e4693faf9426255b599c82922fea9aeae82b0be0fdf615,Entropy: 2.05 bits,rect
885,Quantum Key: d308a61b505df33491ba60dc677a54ddb5ec811646fde7716c031912edadc94e,Entropy: 2.05 bits,rect
886,Quantum Key: 2826c91553d382e7223e1baa75136b8b23a738f05c32eaec1e5b9486936e6a1b,Entropy: 2.05 bits,rect
887,Quantum Key: 07619a8a7c9304410e97b58a4d9591830a7305b03bd8a9056f711d935a4a9f35,Entropy: 2.13 bits,circle
888,Quantum Key: 72441e3c7a08e12b27f52b960978e9d2a527a1e1ffe843cf5a92d06a5b1ae8cd,Entropy: 1.86 bits,circle
889,Quantum Key: a6e553ae7dc7e1023a16e50c8b2fb5d6a38100381706fe6ac28695e189512977,Entropy: 2.02 bits,rect
890,Quantum Key: 3c6484d5045e7c5c304b7210ee73352ee6f5d210df14085747a62c63297b79e6,Entropy: 2.03 bits,ellipse
891,Quantum Key: 65c5e85054932f650fcd2e6d51e6e384d98606dd518916866e985c78ce521d08,Entropy: 2.06 bits,rect
892,Quantum Key: 1a95de46fd94f9644aba499578bb99651f67895e59bb7cff0f2f98b3bf99a64e,Entropy: 1.82 bits,rect
893,Quantum Key: 897f72bf25bdefbad54ee139643cee2fdebb3d52dc1c19a2a16c4c9b80a04bff,Entropy: 1.75 bits,rect
894,Quantum Key: 6587abd1f0c4563dee612d72f81e3976f34de4383ddbecc5fdfc48388892dbff,Entropy: 1.96 bits,rect
895,Quantum Key: 8e0e11c35cf44620bfb86c873da8607212cc8de909ab99e2c8ba637ee17a3711,Entropy: 1.93 bits,circle
896,Quantum Key: ac53d2a585d4c8bc1506063af89ed1c859c8a6793507503ddee69ff473c4235b,Entropy: 1.79 bits,ellipse
897,Quantum Key: 2fbc05ee3b57c97010d33e05e24fd7bacc2753d3df110c7a48907433d8bd0a13,Entropy: 2.08 bits,ellipse
898,Quantum Key: eeccc261d1f40e74a9658810b28b041a7350bb9a4f70372eb02534753820c6f2,Entropy: 2.07 bits,ellipse
899,Quantum Key: 639f54f8f1e9f470eddda4754814609fef5b2d9516b1b4044ba0392ef1d09f02,Entropy: 1.75 bits,ellipse
900,Quantum Key: 82198836923cbc8e650936b449858f9c6c07289be5f05590c81980fcbc2f8c44,Entropy: 2.09 bits,rect
901,Quantum Key: ec16a7b5e6408490105a0fc268ab735ec06526ae57e2c52145893d7215b956b0,Entropy: 2.06 bits,ellipse
902,Quantum Key: d1c09abeb7b0487e23624e5493e2af0553dd4ea440f14c6390e0f9507e6bd552,Entropy: 2.09 bits,ellipse
903,Quantum Key: c01b1b0d8a00a5b2591a2b8205492d6f4708e88eebe3365f4398a572fd74af5e,Entropy: 1.94 bits,rect
904,Quantum Key: 98d54d9b59d90ed32b8e3a6157420f40616880acb49e48da0e3f25d72b098306,Entropy: 2.07 bits,circle
905,Quantum Key: a60d3bc161ebc0a3942578484874f579c47a71557aa59cb48f72080a28475163,Entropy: 2.07 bits,ellipse
906,Quantum Key: 18a6ab44553f5301566992568a8bb5d0237b4022aa4196220b3f9dde3386acac,Entropy: 1.96 bits,circle
907,Quantum Key: 6e46eb263e8fe222ac7c197712e89077ebd7f75402b854436eaa3854562d35f9,Entropy: 1.82 bits,circle
908,Quantum Key: f1d3997da7eeb66ff770e03b50a47a2c8ed70b77832c7f416cc7657480ce8ba1,Entropy: 2.11 bits,circle
909,Quantum Key: 8640db08edac1e795c362ce021fa8fae0ca4d0e28286c2cb1217fa7a91dc37fa,Entropy: 2.02 bits,rect
910,Quantum Key: 48f0bb43f1c7edc1b58503b7d22db65e650eacad21d510b7b1afc8132ae06aad,Entropy: 2.04 bits,rect
911,Quantum Key: f5fad73a655bab51aabeb101e6af10d46c72ec71a259a4ba2cb0e87dfc40bc43,Entropy: 2.07 bits,circle
912,Quantum Key: ffdb316c108f6eadecc3d87923420d3b16b6cd6803f2560a949eef4aa98fdb44,Entropy: 2.03 bits,rect
913,Quantum Key: 2528cfb2807427702e8ea617bbeaf83ff1416d0a783e13f69acd8bed33de5612,Entropy: 1.86 bits,circle
914,Quantum Key: 7964a7576160c0af90c660e61c34d82fe8a7473c50e1a27d6b1ee3365946eb00,Entropy: 1.94 bits,circle
915,Quantum Key: ebebd7a8174c6a396bca5340560617bfe0f861214568e743311dab4526dcb070,Entropy: 2.03 bits,circle
916,Quantum Key: dad8d61fae1727497968e03fbaada6f77c6f5e85c1791f72a3156e0a7da26628,Entropy: 2.06 bits,circle
917,Quantum Key: 03f3b19aaf49fe7498f49597c272bb38c98a4c4fa0066ed96af9f78f26a306f5,Entropy: 2.08 bits,rect
918,Quantum Key: a57c85928c1931bd9489a288fc04ce4ef03af13c47e7d046ef165dd46a0efebc,Entropy: 2.09 bits,rect
919,Quantum Key: 6bb3b4add1257b489ec1d9f183a151b16a930bc3dfa86522e483937b2d6330f0,Entropy: 1.81 bits,circle
920,Quantum Key: 79202b4da0b63d1f01a6ca7c3487f95bad27e911e7ee8f73f362a505ceab631b,Entropy: 1.87 bits,circle
921,Quantum Key: 703776c1a52fb675079a5a5d403d2d8ab429fbf91776233f24c9f24173fbe88c,Entropy: 1.88 bits,circle
922,Quantum Key: 6767d46d5197a5468616a517243a963d9b8b0a16a9edb6244ebe8b8495ab5008,Entropy: 1.82 bits,rect
923,Quantum Key: 69159e0d4b336889a3cb92e438661132c5694a454cd156f4e5c0d3b16be78cb8,Entropy: 2.09 bits,rect
924,Quantum Key: 299713cabbf0d077c8b09783a470437242ae560373713393b2671fc2ed0d7677,Entropy: 2.12 bits,circle
925,Quantum Key: c880c175b9e19b49001023c2a6d2ad82c2f342a882f35cb3866dceb5bac50ed6,Entropy: 2.02 bits,circle
926,Quantum Key: 5369158508a10018c554c4ccaffa195a00c981186a8841fe1005009cf305b4ab,Entropy: 2.07 bits,circle
927,Quantum Key: 7ec54dc2023e7098fb19f7c13c4910dd0ceb6b085d6fefa64f8cf3cebd5b6e53,Entropy: 1.82 bits,rect
928,Quantum Key: eac21f9586feaf46581cd1b75739d9167f7e092615ffe9fd233ef3dccda5c296,Entropy: 2.07 bits,rect
929,Quantum Key: 0b4e82adbe3a932fc99524b902c9218c12f24ee7a2aa8b463540a22722731a6e,Entropy: 1.81 bits,rect
930,Quantum Key: 7b2de4c99cfe677eb6ea230dedb0c20ed328f81fbe70a6eaf48142abf42b431b,Entropy: 1.76 bits,ellipse
931,Quantum Key: 2e700489dba20b653bd9fe54f02fd80f21ceac1d640c78971a7e72b40921f102,Entropy: 2.08 bits,ellipse
932,Quantum Key: d112156ecc09d51d584617132a8b249b7ba8943bb89f45a0584bbec45992cf2d,Entropy: 2.08 bits,rect
933,Quantum Key: 709455af5ae6a55b9331451f8d452fcf05123c58ec9b7569ba1b6b155e53c587,Entropy: 1.86 bits,ellipse
934,Quantum Key: 0148740f4e580941a25d388f6f2a4a0704297aa57ecffd3379e1b9d53be6d793,Entropy: 2.03 bits,rect
935,Quantum Key: bcda1c73d6d68c136b44769630e4e6abd9533e24bb2e3edb1a25df8f5145f56a,Entropy: 1.83 bits,rect
936,Quantum Key: 49f3cd74fb914f4a027901c0940fd6e48a33c03d78d8115cafcb896594f4f996,Entropy: 2.07 bits,rect
937,Quantum Key: 0443e28d54f041ece19c02d1077aebfeb9b3588800cb82bb1152fcba1a70999e,Entropy: 2.08 bits,ellipse
938,Quantum Key: 197e607f9a7545e473b84523b589c32f972e5b5564524053c77b608ae290983b,Entropy: 2.13 bits,circle
939,Quantum Key: 967fe00473e4d0d68d2f48b14df145a96a3573db473c926b3aa9bfed73bef2eb,Entropy: 2.02 bits,circle
940,Quantum Key: 8cfd795d6a8dc523255957d1e9abe091bfde1ddf760bfc9c1c380d26fe700dba,Entropy: 2.10 bits,circle
941,Quantum Key: 3a02047c7f3cb16505df69f1541d9413001333217e5cbb18f8f7ed815a3baca8,Entropy: 2.07 bits,circle
942,Quantum Key: 59052c666526d0dd31a28e3f26058cedd54f964311b01089d5546e0b97eadc25,Entropy: 2.09 bits,circle
943,Quantum Key: 0aae56c34c64c4a52acbc020fb7061ebc03d16b998414ded8670a888ba20a526,Entropy: 2.04 bits,circle
944,Quantum Key: 63781cf4069dc3e22adc1c5a381a8baa4077ced4d8290bc5bff10250f6132187,Entropy: 1.94 bits,circle
945,Quantum Key: cc847126fabc10092fbeeadf8b2c0a36abd04233799f67ba79fae488c6978ba7,Entropy: 2.05 bits,ellipse
946,Quantum Key: 257d5ddf5f8f43f1ae5ea1a38407eb6b57e4cfe883efe5fa842571d499eb1c14,Entropy: 2.11 bits,circle
947,Quantum Key: b007e9953dbfb7b21aa92410829ee9b5ccf76a0b31e69614dd9d69b169b94de4,Entropy: 1.94 bits,circle
948,Quantum Key: e7ecba4804f3c6245313feba2e90dd89d73e02dea7f78263c393f6b9eee2fe79,Entropy: 2.02 bits,circle
949,Quantum Key: 64ca71c29d8552bbaec1445f27696874667cd3fa94b436bcab2c16a6526c6c0d,Entropy: 2.09 bits,rect
950,Quantum Key: a3bc8eb3e87e198485a9050f6bbc49a56b2bce59f89b66d85a6a9928c2d0cbd4,Entropy: 2.05 bits,ellipse
951,Quantum Key: 1354519a98186b3f666f570d4faa75ba9e280b974bece5f9f3384aaf687c5319,Entropy: 2.08 bits,circle
952,Quantum Key: f2f0043c19a6e57d5d1c5368145ccc1681304c4d769230437c7860d9b786558d,Entropy: 2.09 bits,rect
953,Quantum Key: bcd81f8e4b0a45570fd41aeeb5ae7e1e391fad18e61c98387bcaa5c5c247d043,Entropy: 2.03 bits,ellipse
954,Quantum Key: 8f10abe7200d2515fedae1bf697d1cb813cc0caaf9aa0fb86eb945de49680953,Entropy: 2.05 bits,rect
955,Quantum Key: 0d43070a415802fc83409658afd97d57e30fca3071906669d98dac14a98ac4a1,Entropy: 2.03 bits,ellipse
956,Quantum Key: 562c10f6d09f4766083013fbe964e9741e875084b2dabe1e7dba65c3dc808a69,Entropy: 1.63 bits,rect
957,Quantum Key: a4df07df7ae407698fefe1b2ade7f99142e475711555e87f4f2dda3135f59ea7,Entropy: 2.03 bits,circle
958,Quantum Key: d1da57a15661fbf5e963f8aed13d03b37d175505521c1ffdb6eaaa852813a683,Entropy: 2.12 bits,rect
959,Quantum Key: 213e248fcf039027da45950671c1bb3465575bef3927aa1ec324dbcbd1d2f713,Entropy: 2.07 bits,ellipse
960,Quantum Key: 0555a5d7708d9e55b3421a35ca7af7e56301d1b57bb4e77e9368063aa5fe3e7a,Entropy: 2.09 bits,circle
961,Quantum Key: 9e6afb0dbc117ce9447b9e273abead071c2c23733019b8004fcb88fbddb25bf7,Entropy: 1.94 bits,circle
962,Quantum Key: 6c0527f1669f54201c8c509ce9ec9661b81d74511806730943f03c9c90fc3ceb,Entropy: 1.71 bits,rect
963,Quantum Key: e85a2a8cc6a61f30c23a72339dfc788d16a1debeb83c7a7993610af1a14cddfa,Entropy: 2.08 bits,ellipse
964,Quantum Key: 0cd600429f7f4cdff49989983db03b8f11182bd075332eb2cc00757a61f25d5c,Entropy: 2.06 bits,ellipse
965,Quantum Key: 48a606c9880e6a65a89a7bb5f2f6364d43f4d4333dafc73f2a7756039bfaa192,Entropy: 1.58 bits,ellipse
966,Quantum Key: 80e640f4c48efd65ce65b7b427399fdf5ce79bffc066d659ac5a1bd4f724a2c9,Entropy: 2.13 bits,ellipse
967,Quantum Key: 1bfca14b1adcbe4f6490cc62c86b32ea136a13aad2f362e6b55807a35323eef0,Entropy: 2.06 bits,circle
968,Quantum Key: 2a6de7281161520fdbf0928871ad1bc79e2f79372618463bf2014d01d3fe5bb8,Entropy: 1.66 bits,circle
969,Quantum Key: 7951b53d17ecb32b77559717017518c7697b987f961e872b95e2f6cd64ace70a,Entropy: 2.05 bits,ellipse
970,Quantum Key: e3ddd599ade3bab08c5574ef65daeb4bccbf707a00fa79eaf6fcc336854d3382,Entropy: 1.92 bits,circle
971,Quantum Key: 0022c9cc4441873ed63ebd37a86ae13fdda67d2dcbc8977d527f6521e8bc8692,Entropy: 2.07 bits,circle
972,Quantum Key: 41f7ac18d78ab4828d7ab0b46ba853d9fabd050c208999664e3fb28679f2ecff,Entropy: 2.09 bits,rect
973,Quantum Key: 0d3e87ecca0e838a487340c33c7168c9124d97e0d837e0bea9ad5cb0e0688ccc,Entropy: 2.07 bits,rect
974,Quantum Key: 341278142d6f72d05b7a93010e19ffa2301af5a58c1f20172a33dfcf827eaaa8,Entropy: 2.09 bits,rect
975,Quantum Key: 8deb3ba71a073f4c8a339aef42f36ec576bd883cfb42deedb62ff157858e7cdb,Entropy: 1.80 bits,rect
976,Quantum Key: 67642dcb6eb1f1f857cf263ecb49d2e8e8b0f58f6aedabee0571bba1194424bc,Entropy: 2.04 bits,circle
977,Quantum Key: 764ab52385f6ea00eef38f5f3297d59f1a1252d418a9eb92738ecc65b2dc84dd,Entropy: 2.00 bits,circle
978,Quantum Key: 67d34237c4bbb15495912cda2390868287a2f2cb48e35e9b8c850aa44ff8a54b,Entropy: 2.11 bits,ellipse
979,Quantum Key: 09e320869946f3583235310b1be36552d7974a7fc0549e47e24c68279d3a867c,Entropy: 1.87 bits,rect
980,Quantum Key: 2a1b6dc3b75cda0be825878822b2f31971f54067604e66cdae25083f00293e2a,Entropy: 1.92 bits,rect
981,Quantum Key: 8a43e574b020898d7801e0f9c01774b06811a481259e41d4fb5c87d4ac14ba84,Entropy: 2.08 bits,ellipse
982,Quantum Key: c056432b987cc53c2571f276f2b8ea652c24b4ab4aea7ebdbace8c65edc71c5d,Entropy: 2.09 bits,rect
983,Quantum Key: 8638c9407aabb7fd8e187221ea77c63a47ed34d4010c98f2e939212f4efddb30,Entropy: 2.07 bits,circle
984,Quantum Key: 47d944339accf0b870164b7c3fd8946e88052b2deda87c1763e5d9acb1e1abde,Entropy: 2.00 bits,rect
